id,title,author_name,conference_name,organization_name
619,模倣がローカルエコーチェンバーの形成に与える影響,佐々木 健矢,日本認知科学会第42回大会,静岡大学
620,模倣がローカルエコーチェンバーの形成に与える影響,長島 一真,日本認知科学会第42回大会,静岡大学
621,模倣がローカルエコーチェンバーの形成に与える影響,森田 純哉,日本認知科学会第42回大会,静岡大学
622,マンガで描写される状況と集中線が物体の移動速度解釈に及ぼす影響,鎌田 昂明,日本認知科学会第42回大会,東京電機大学大学院
623,マンガで描写される状況と集中線が物体の移動速度解釈に及ぼす影響,小林 春美,日本認知科学会第42回大会,東京電機大学
624,マンガで描写される状況と集中線が物体の移動速度解釈に及ぼす影響,安田 哲也,日本認知科学会第42回大会,東京大学
625,自発的・意図的視覚的視点取得と共感についての検討,山下 真愛,日本認知科学会第42回大会,株式会社インテージテクノスフィア
626,自発的・意図的視覚的視点取得と共感についての検討,加藤 樹里,日本認知科学会第42回大会,金沢工業大学
627,自発的・意図的視覚的視点取得と共感についての検討,伊丸岡 俊秀,日本認知科学会第42回大会,金沢工業大学
628,生成人工知能と大規模言語資源の時代の英文作法：自己表出と文章作成の楽しさを伝えることの重要性,原田 康也,日本認知科学会第42回大会,早稲田大学
629,生成人工知能と大規模言語資源の時代の英文作法：自己表出と文章作成の楽しさを伝えることの重要性,森下 美和,日本認知科学会第42回大会,神戸学院大学
630,不思議の国のアリス症候群における視覚および体性感覚ラバーハンド錯覚,齋藤 五大,日本認知科学会第42回大会,東北大学
631,不思議の国のアリス症候群における視覚および体性感覚ラバーハンド錯覚,高木 源,日本認知科学会第42回大会,東北福祉大学
632,五十音の音読に基づく合成音声の印象評価―授業動画でのアバター音声の効果的な利活用に向けて―,小島 隆次,日本認知科学会第42回大会,滋賀医科大学
633,味覚の環世界を相互学習するテイスティング・スケッチの試行,福田 大年,日本認知科学会第42回大会,札幌市立大学
634,味覚の環世界を相互学習するテイスティング・スケッチの試行,深見 嘉明,日本認知科学会第42回大会,東京理科大学
635,味覚の環世界を相互学習するテイスティング・スケッチの試行,寺本 直城,日本認知科学会第42回大会,東京経済大学
636,味覚の環世界を相互学習するテイスティング・スケッチの試行,中村 暁子,日本認知科学会第42回大会,北海学園大学
637,味覚の環世界を相互学習するテイスティング・スケッチの試行,西 大輔,日本認知科学会第42回大会,拓殖大学
638,味覚の環世界を相互学習するテイスティング・スケッチの試行,丸山 洋平,日本認知科学会第42回大会,札幌市立大学
639,エージェントとの最後通牒ゲームにおける認知行動モデル －状態遷移確率を用いた検討－,大麻 紀真,日本認知科学会第42回大会,立命館大学
640,エージェントとの最後通牒ゲームにおける認知行動モデル －状態遷移確率を用いた検討－,下條 志厳,日本認知科学会第42回大会,立命館グローバル・イノベーション研究機構
641,エージェントとの最後通牒ゲームにおける認知行動モデル －状態遷移確率を用いた検討－,林 勇吾,日本認知科学会第42回大会,立命館大学総合心理学部
642,予防的仮眠の効果,林 光緒,日本睡眠学会第49回定期学術集会,広島大学大学院人間社会科学研究科
643,睡眠構築／レム睡眠とノンレム睡眠,田中 秀樹,日本睡眠学会第49回定期学術集会,広島国際大学健康科学部
644,睡眠覚醒の調節,小山 純正,日本睡眠学会第49回定期学術集会,福島大学共生システム理工学類       名誉教授
645,概日リズムと睡眠,三島 和夫,日本睡眠学会第49回定期学術集会,秋田大学大学院医学系研究科精神科学講座
646,睡眠の生理学,勢井 宏義,日本睡眠学会第49回定期学術集会,徳島大学   名誉教授
647,睡眠の機能,栗山 健一,日本睡眠学会第49回定期学術集会,国立精神・神経医療研究センター        精神保健研究所    睡眠・覚醒障害研究部
648,睡眠の疫学,兼板 佳孝,日本睡眠学会第49回定期学術集会,日本大学医学部社会医学系公衆衛生学分野
649,睡眠環境と生活習慣,水野 康,日本睡眠学会第49回定期学術集会,東北福祉大学教育学部
650,睡眠中の認知活動、夢,福田 一彦,日本睡眠学会第49回定期学術集会,江戸川大学睡眠研究所
651,睡眠の評価法,八木 朝子,日本睡眠学会第49回定期学術集会,久留米大学医学部医療検査学科
652,睡眠負債と眠気,甲斐田幸佐 国立研究開発法人産業技術総合研究所,日本睡眠学会第49回定期学術集会,情報・人間工学領域   人間情報インタラクション研究部門
653,歴史を振り返り現状の閉塞性睡眠時無呼吸を知る,中山 秀章,日本睡眠学会第49回定期学術集会,東京医科大学睡眠学講座
654,不眠障害,高江洲義和,日本睡眠学会第49回定期学術集会,琉球大学大学院医学研究科精神病態医学講座
655,概日リズム睡眠・覚醒障害,鈴木 正泰,日本睡眠学会第49回定期学術集会,日本大学医学部精神医学系精神医学分野
656,過眠症：概念と診断分類,本多 真,日本睡眠学会第49回定期学術集会,公益財団法人神経研究所附属晴和病院／公益財団法人東京都医学総合研究所睡眠プロジェクト
657,睡眠時随伴症／睡眠関連運動障害,鈴木 圭輔,日本睡眠学会第49回定期学術集会,獨協医科大学脳神経内科
658,睡眠の質とは何か：哺乳類の睡眠における徐波振動のメカニズム,上田 泰己,日本睡眠学会第49回定期学術集会,東京大学大学院医学系研究科／久留米大学分子生命科学研究所
659,主観的な睡眠の質評価の意義,吉池 卓也,日本睡眠学会第49回定期学術集会,国立精神・神経医療研究センター      精神保健研究所     睡眠・覚醒障害研究部
660,睡眠の質の評価法,内海 智博,日本睡眠学会第49回定期学術集会,国立精神・神経医療研究センター      精神保健研究所     睡眠・覚醒障害研究部
661,指尖容積脈波から見る睡眠の質,貞元 祐二,日本睡眠学会第49回定期学術集会,久留米大学医学部附属臨床検査専門学校
662,運転中の眠気の評価指標としてのマイクロスリープ関連行動,熊谷 元,日本睡眠学会第49回定期学術集会,広島大学病院睡眠医療センター
663,開瞼度を用いたPsychomotor Vigilance Testの反応速度推定法による運転時眠気計測,阿部 高志,日本睡眠学会第49回定期学術集会,筑波大学国際統合睡眠医科学研究機構（WPI-IIIS）
664,眼球運動による眠気予兆検知,平田 豊,日本睡眠学会第49回定期学術集会,中部大学理工学部 AI ロボティクス学科
665,睡眠疫学研究の進展―職域・地域の成果と新手法の展望,谷川 武,日本睡眠学会第49回定期学術集会,順天堂大学大学院医学研究科公衆衛生学講座
666,住宅の温熱・空気環境と睡眠,伊香賀俊治,日本睡眠学会第49回定期学術集会,慶應義塾大学グローバルリサーチインスティテュート／一般財団法人住宅・建築 SDGs 推進センター
667,睡眠と孤独に関する疫学研究,岡島 義,日本睡眠学会第49回定期学術集会,東京家政大学人文学部心理カウンセリング学科
668,睡眠に関する疫学研究の概観,井谷 修,日本睡眠学会第49回定期学術集会,国際医療福祉大学医学部公衆衛生学
669,在宅における睡眠検査の変遷と現状,八木 朝子,日本睡眠学会第49回定期学術集会,久留米大学医学部医療検査学科
670,スクリーニング検査のピットフォール（アクチグラフ・ウエアラブルデバイスなど）,榎本みのり,日本睡眠学会第49回定期学術集会,東京工科大学医療保健学部臨床検査学科
671,簡易呼吸モニターのピットフォール,上野 勝,日本睡眠学会第49回定期学術集会,独立行政法人地域医療機能推進機構高岡ふしき病院臨床検査科
672,在宅PSGの運用と課題,八木 和広,日本睡眠学会第49回定期学術集会,潤和会記念病院脳神経センター検査室
673,疼痛および掻痒とオレキシン神経系,桑木 共之,日本睡眠学会第49回定期学術集会,鹿児島大学大学院医歯学総合研究科統合分子生理学         客員研究員、名誉教授
674,睡眠時無呼吸モデル動物における口腔顔面痛発症の神経メカニズム,片桐 綾乃,日本睡眠学会第49回定期学術集会,大阪大学大学院歯学研究科口腔生理学講座
675,睡眠時無呼吸症候群と頭痛：軽症～中等症の無呼吸を積極的に治療するべきか,田端 宏充,日本睡眠学会第49回定期学術集会,大阪回生病院睡眠医療センター／脳神経内科
676,睡眠関連頭痛の疫学と病態,宮本 雅之,日本睡眠学会第49回定期学術集会,獨協医科大学病院睡眠医療センター
677,頭痛専門医からみた睡眠の問題,竹島多賀夫 社会医療法人寿会,日本睡眠学会第49回定期学術集会,富永病院   脳神経内科・頭痛センター
678,片頭痛とRLS合併例の治療戦略,鈴木 圭輔,日本睡眠学会第49回定期学術集会,獨協医科大学脳神経内科
679,小児レストレスレッグス症候群の臨床的特徴,岡 靖哲,日本睡眠学会第49回定期学術集会,愛媛大学医学部附属病院睡眠医療センター
680,神経疾患とRLS: overview,野村 哲志,日本睡眠学会第49回定期学術集会,のむらニューロスリープクリニック
681,RLS におけるオピオイド製剤による治療の可能性,井上 雄一,日本睡眠学会第49回定期学術集会,東京医科大学睡眠学講座／睡眠総合ケアクリニック代々木
682,不規則勤務における勤務間インターバルと睡眠,松元 俊,日本睡眠学会第49回定期学術集会,独立行政法人労働者健康安全機構労働安全衛生総合研究所
683,急性期病院において交代制勤務を行う看護師の仮眠と疲労,矢野 理香,日本睡眠学会第49回定期学術集会,北海道大学大学院保健科学研究院
684,交代制勤務と概日リズム位相のミスアライメント,樋口 重和,日本睡眠学会第49回定期学術集会,九州大学大学院芸術工学研究院人間生活デザイン部門
685,マウスコホートモデルを用いたシフトワーク関連疾患の再現と病態解明,八木田和弘,日本睡眠学会第49回定期学術集会,京都府立医科大学
686,孤発性RBD患者における123I-MIBG心筋シンチグラフィの臨床的意義,宮本 雅之,日本睡眠学会第49回定期学術集会,獨協医科大学病院睡眠医療センター
687,孤発性レム睡眠行動障害患者における幻視・錯視,角 幸頼,日本睡眠学会第49回定期学術集会,滋賀医科大学精神医学講座／ Medical University of Innsbruck
688,RBDにおける夢内容行動時の脳波コネクティビティ解析,藤原 幸一,日本睡眠学会第49回定期学術集会,名古屋大学大学院工学研究科
689,孤発性RBD患者の夢体験への心理学的・神経生理学的アプローチ,小川 景子,日本睡眠学会第49回定期学術集会,広島大学大学院人間社会科学研究科
690,REM-OSA と不眠・過眠,井上 雄一,日本睡眠学会第49回定期学術集会,東京医科大学睡眠学講座／睡眠総合ケアクリニック代々木
691,OSAサブタイプを再考する：REM-OSAの病態,星野 哲朗,日本睡眠学会第49回定期学術集会,星野耳鼻咽喉科
692,REM-OSAと循環器疾患,富田 康弘,日本睡眠学会第49回定期学術集会,虎の門病院睡眠呼吸器科／虎の門病院循環器センター内科
693,データ駆動型研究から考えるREM-OSAの位置づけと治療選択肢,中山 秀章,日本睡眠学会第49回定期学術集会,東京医科大学睡眠学講座
694,COMISA患者とOnly OSAにおけるPSG parametersおよびCPAP adherenceの比較,飯田 翠,日本睡眠学会第49回定期学術集会,医療法人 GSGL 会福岡浦添クリニック
695,SASに合併する過眠症～ CPAP使用者の残遺眠気に対するPSG及びMSLTの検討～,池上あずさ,日本睡眠学会第49回定期学術集会,社会医療法人芳和会くわみず病院
696,睡眠時無呼吸と心血管病・心不全,野田 明子,日本睡眠学会第49回定期学術集会,中部大学大学院生命健康科学研究科／中部大学生命健康科学部／名古屋大学未来社会創造機構
697,睡眠時無呼吸合併呼吸器疾患について（Overlap syndrome を含めて）,吉村 力,日本睡眠学会第49回定期学術集会,福岡大学病院睡眠センター／福岡大学病院呼吸器内科／福岡大学医学部衛生・公衆衛生学教室／
698,Characterization of narcolepsy subtypes by long-form orexin A（LFOXA）using,山内英美子,日本睡眠学会第49回定期学術集会,"Tsukuba Research Laboratories, Eisai Co. Ltd."
699,ナルコレプシーとヒスタミン,本多 真,日本睡眠学会第49回定期学術集会,公益財団法人神経研究所附属晴和病院／公益財団法人東京都医学総合研究所睡眠プロジェクト
700,ナルコレプシーにおけるヒスタミンH3受容体拮抗薬／逆作動薬の臨床成績,熊谷 拓也,日本睡眠学会第49回定期学術集会,アキュリスファーマ株式会社                メディカル本部
701,ナルコレプシータイプ1の遺伝要因とHLA-DQB1の意義,宮川 卓,日本睡眠学会第49回定期学術集会,公益財団法人東京都医学総合研究所睡眠プロジェクト
702,ヒトを対象としたナルコレプシーのマルチオミックス解析,嶋多美穂子 東京都医学総合研究所,日本睡眠学会第49回定期学術集会,精神行動医学研究分野 睡眠プロジェクト／
703,閉塞性睡眠時無呼吸（OSA）の運転手における居眠り運転事故予防策,熊谷 元,日本睡眠学会第49回定期学術集会,広島大学病院睡眠医療センター
704,心血管病管理のためのOSA治療,椎名 一紀,日本睡眠学会第49回定期学術集会,東京医科大学茨城医療センター循環器内科
705,小児のための OSA 治療,池田このみ 厚木市立病院,日本睡眠学会第49回定期学術集会,耳鼻咽喉科／東京慈恵会医科大学耳鼻咽喉・頭頸部外科
706,女性のためのOSA治療,池上あずさ,日本睡眠学会第49回定期学術集会,社会医療法人芳和会くわみず病院
707,高齢者のためのOSA治療,富田 康弘,日本睡眠学会第49回定期学術集会,虎の門病院睡眠呼吸器科
708,閉塞性睡眠時無呼吸に見落とされがちな併存症―歯ぎしり―,梅本 丈二,日本睡眠学会第49回定期学術集会,福岡大学病院摂食嚥下センター
709,閉塞性睡眠時無呼吸と慢性咳嗽,松本 久子,日本睡眠学会第49回定期学術集会,近畿大学医学部呼吸器・アレルギー内科学教室
710,咽喉頭異常感症における睡眠時無呼吸症候群とGERDの関与について,福井 文子,日本睡眠学会第49回定期学術集会,大分大学医学部附属病院    耳鼻咽喉科／名古屋市立大学病院       睡眠医療センター／
711,咽喉頭異常感症における睡眠時無呼吸症候群とGERDの関与について,名古屋市立大学病院,日本睡眠学会第49回定期学術集会,耳鼻咽喉科
712,閉塞性睡眠時無呼吸は夜間頻尿の原因である！？,吉村 力,日本睡眠学会第49回定期学術集会,福岡大学病院睡眠センター／福岡大学病院呼吸器内科／福岡大学医学部衛生・公衆衛生学教室／
713,睡眠段階判定および覚醒反応判定ルールについて,貞元 祐二,日本睡眠学会第49回定期学術集会,久留米大学医学部附属臨床検査専門学校
714,運動ルールについて,杉田 淑子,日本睡眠学会第49回定期学術集会,大阪回生病院   睡眠医療センター
715,呼吸イベント判定ルールについて             ～おさらいと変更点を中心に～,山内 基雄,日本睡眠学会第49回定期学術集会,奈良県立医科大学医学部看護学科臨床病態医学／奈良県立医科大学附属病院呼吸器・アレルギー内科
716,在宅睡眠時無呼吸検査および心臓ルールについて,葛西 隆敏,日本睡眠学会第49回定期学術集会,順天堂大学大学院医学研究科循環器内科学
717,アルツハイマー型認知症における睡眠覚醒障害,小栗 卓也,日本睡眠学会第49回定期学術集会,公立陶生病院脳神経内科
718,レビー小体病前駆病態と孤発性レム睡眠行動異常症,宮本 智之,日本睡眠学会第49回定期学術集会,獨協医科大学埼玉医療センター脳神経内科
719,レビー小体型認知症における睡眠覚醒障害（せん妄を含む）,藤城 弘樹,日本睡眠学会第49回定期学術集会,名古屋大学大学院医学系研究科精神医学
720,パーキンソン病における睡眠覚醒障害,鈴木 圭輔,日本睡眠学会第49回定期学術集会,獨協医科大学脳神経内科
721,"多系統萎縮症における睡眠覚醒障害（stridor, prodromal MSAを含む）",野村 哲志,日本睡眠学会第49回定期学術集会,のむらニューロスリープクリニック
722,睡眠障害及び睡眠薬と自動車運転の現状と今後の展望,尾崎 紀夫,日本睡眠学会第49回定期学術集会,名古屋大学大学院医学系研究科精神疾患病態解明学
723,運転技能影響評価ガイドラインと新規運転評価系の臨床応用,岩本 邦弘,日本睡眠学会第49回定期学術集会,名古屋大学大学院医学系研究科発達老年精神医学分野
724,向精神薬が自動車の運転技能に及ぼす影響の判定基準について,中林 哲夫,日本睡眠学会第49回定期学術集会,独立行政法人医薬品医療機器総合機構
725,睡眠障害治療薬と自動車運転に関するエビデンスと臨床上の課題,三島 和夫,日本睡眠学会第49回定期学術集会,秋田大学大学院医学系研究科精神科学講座
726,てんかんにおける自動車の運転技能に影響する要因とリスクコミュニケーション：他分野,渡邊さつき,日本睡眠学会第49回定期学術集会,埼玉医科大学病院神経精神科・心療内科
727,肥満を伴うCPAP患者への減量アプローチの現状と課題,森槌 康貴,日本睡眠学会第49回定期学術集会,霧ヶ丘つだ病院   睡眠呼吸センター
728,睡眠衛生としての食習慣、ダイエットへの睡眠医学／時間栄養学の応用,志村 哲祥,日本睡眠学会第49回定期学術集会,東京医科大学睡眠学講座・精神医学分野／財団法人神経研究所／
729,スマートフォン用アプリを用いた食と睡眠との関連性：主要栄養素の相互依存関係を,薛 載勲,日本睡眠学会第49回定期学術集会,筑波大学体育系／筑波大学国際統合睡眠医科学研究機構／国立長寿医療研究センターフレイル研究部／
730,食事管理アプリを用いた時間栄養学研究,田原 優,日本睡眠学会第49回定期学術集会,広島大学医系科学研究科公衆衛生学
731,自動車運輸事業者における睡眠衛生対策について,長嶺 紘子,日本睡眠学会第49回定期学術集会,順天堂大学大学院医学研究科公衆衛生学講座
732,心不全患者の睡眠とその支援,小林志津江 地方独立行政法人,日本睡眠学会第49回定期学術集会,広島市立病院機構       広島市立北部医療センター安佐市民病院
733,妊娠期・産褥期・子育て期における助産師の睡眠への支援,江藤 宏美,日本睡眠学会第49回定期学術集会,長崎大学生命医科学域リプロダクティブヘルス分野
734,外来におけるICTを利用した認知症高齢者の睡眠ケア,山川みやえ,日本睡眠学会第49回定期学術集会,大阪大学大学院医学系研究科老年看護学研究室／公益財団法人浅香山病院
735,看護大学生の睡眠と支援,萱場 桃子,日本睡眠学会第49回定期学術集会,筑波大学医学医療系保健医療政策学研究室
736,遠隔医療・在宅医療の現状と課題,江川 斉宏,日本睡眠学会第49回定期学術集会,京都大学大学院医学研究科
737,診療報酬点数表から始まるOSAの診断過程ー CPAP業者にひきずられていませんか？,立花 直子,日本睡眠学会第49回定期学術集会,関西電力病院    睡眠関連疾患センター／関西電力医学研究所          睡眠医学研究部
738,わが国のCPAP保険制度の複雑性と現場で起こってくる問題点,中村 有希,日本睡眠学会第49回定期学術集会,大阪大学大学院医学系研究科精神医学教室／関西電力病院睡眠関連疾患センター
739,米国においてCPAP処方はどのようになされているか？,河合 真,日本睡眠学会第49回定期学術集会,スタンフォード大学精神科睡眠医学部門
740,妊娠中の睡眠問題と出産リスクおよび産後うつとの関係,駒田 陽子,日本睡眠学会第49回定期学術集会,東京科学大学リベラルアーツ研究教育院
741,妊婦の睡眠と産後の児の発達との関連,諸隈 誠一,日本睡眠学会第49回定期学術集会,九州大学大学院医学研究院保健学部門
742,育児中の母親の養育態度に対する不眠，心理的柔軟性の関連性,岡島 義,日本睡眠学会第49回定期学術集会,東京家政大学人文学部心理カウンセリング学科
743,行動療法による夜泣き予防で育児支援を―妊娠中からの親教育,足達 淑子,日本睡眠学会第49回定期学術集会,あだち健康行動学研究所
744,OSAに対する総合的治療戦略の中での外科治療の役割,嶋村 洋介,日本睡眠学会第49回定期学術集会,太田総合病院耳鼻咽喉科気管食道科／東京慈恵会医科大学耳鼻咽喉頭頸部外科学教室
745,咽頭形成術の現況と今後の展望・課題,橋本 光,日本睡眠学会第49回定期学術集会,東北大学病院耳鼻咽喉・頭頸部外科
746,外科治療としての舌下神経電気刺激療法の位置づけ,井下 綾子,日本睡眠学会第49回定期学術集会,順天堂大学医学部耳鼻咽喉科学講座
747,OSAに対する外科治療の役割,三川 信之,日本睡眠学会第49回定期学術集会,千葉大学大学院医学研究院形成外科学
748,顎矯正手術における骨格および周囲軟組織のコントロール,西久保周一,日本睡眠学会第49回定期学術集会,神奈川歯科大学横浜顎変形症センター／神奈川歯科大学口腔外科学講座高度先進口腔外科学分野
749,小児のスリープヘルス：疫学研究から,和田 裕雄,日本睡眠学会第49回定期学術集会,順天堂大学大学院医学研究科公衆衛生学講座
750,子供のスリープヘルス：昼寝の発達と保育園の午睡について,福田 一彦,日本睡眠学会第49回定期学術集会,江戸川大学睡眠研究所
751,「子ども睡眠健診」の実現に向けて,岸 哲史,日本睡眠学会第49回定期学術集会,東京大学大学院医学系研究科システムズ薬理学教室
752,「子ども睡眠健診」の実現に向けて,上田 泰己,日本睡眠学会第49回定期学術集会,東京大学大学院医学系研究科システムズ薬理学教室／久留米大学分子生命科学研究所
753,子どもの睡眠健康：学校訪問型睡眠講座のとりくみ,駒田 陽子,日本睡眠学会第49回定期学術集会,東京科学大学リベラルアーツ研究教育院
754,生体リズムの内的脱同調,本間 研一,日本睡眠学会第49回定期学術集会,北海道大学     名誉教授
755,概日リズム睡眠・覚醒障害の病態と内的脱同調,北島 剛司,日本睡眠学会第49回定期学術集会,藤田医科大学医学部精神神経科学講座
756,甘味カフェイン飲水によるマウス内的脱同調現象,田原 優,日本睡眠学会第49回定期学術集会,広島大学医系科学研究科公衆衛生学
757,モデルマウスから概日リズム睡眠・覚醒障害の病態を考察する,粂 和彦,日本睡眠学会第49回定期学術集会,名古屋市立大学大学院薬学研究科神経薬理学
758,小児OSAのエビデンスのある歯科的治療の確立,岩崎 智憲,日本睡眠学会第49回定期学術集会,徳島大学大学院医歯薬学研究部小児歯科学分野
759,小児OSAへ歯科的補完療法とその評価方法の課題,清水 清恵,日本睡眠学会第49回定期学術集会,清水歯科クリニック
760,小児OSAのトータル治療における耳鼻咽喉科の役割と医科歯科連携の重要性,池田このみ 厚木市立病院,日本睡眠学会第49回定期学術集会,耳鼻咽喉科／東京慈恵会医科大学耳鼻咽喉・頭頸部外科
761,大学病院での小児OSA医科歯科連携への取組みと課題,近藤 英司,日本睡眠学会第49回定期学術集会,徳島大学医学部耳鼻咽喉科・頭頸部外科
762,小児OSAにおける矯正歯科治療の役割,竜 立雄,日本睡眠学会第49回定期学術集会,RYU 矯正歯科クリニック郡山プレミア
763,覚醒維持検査におけるマイクロスリープスコアリングの意義,加納 昭子,日本睡眠学会第49回定期学術集会,広島大学病院   検査部
764,睡眠制限後の覚醒維持検査中に発生するマイクロスリープや眠気指標の評価,阿部 高志,日本睡眠学会第49回定期学術集会,筑波大学国際統合睡眠医科学研究機構（WPI-IIIS）
765,覚醒維持検査（MWT）におけるマイクロスリープの意義,井上 雄一,日本睡眠学会第49回定期学術集会,東京医科大学睡眠学講座／睡眠総合ケアクリニック代々木
766,マイクロスリープとその関連行動を評価するためのビデオ覚醒維持検査（v-MWT）,熊谷 元,日本睡眠学会第49回定期学術集会,広島大学病院睡眠医療センター
767,検査技師会員調査から見えてきたワーク・ライフ・バランスにおける課題,有竹 清夏,日本睡眠学会第49回定期学術集会,埼玉県立大学保健医療福祉学部健康開発学科検査技術科学専攻
768,私が考えるワーク・ライフ・バランスと働きやすい環境とは ー会員の立場からー,天谷 美里,日本睡眠学会第49回定期学術集会,東京慈恵会医科大学精神医学講座
769,当院検査科における働きやすい環境づくりの取組み～管理職の立場から～,森槌 康貴,日本睡眠学会第49回定期学術集会,霧ヶ丘つだ病院   検査科・経営戦略室
770,人材定着マネジメントとワーク・ライフ・バランスを実現するために,佐藤 飛鳥,日本睡眠学会第49回定期学術集会,東北工業大学大学院ライフデザイン学研究科デザイン工学専攻／
771,睡眠薬の適正使用と休薬のための診療ガイドラインの改訂に向けて（目的と概要）,三島 和夫,日本睡眠学会第49回定期学術集会,秋田大学大学院医学系研究科精神科学講座
772,不眠症の薬物療法に関する重要臨床課題とクリニカルクエスチョン,稲田 健,日本睡眠学会第49回定期学術集会,北里大学医学部精神科学
773,不眠障害に対する非薬物療法：認知行動療法Up to Date,岡島 義,日本睡眠学会第49回定期学術集会,東京家政大学人文学部心理カウンセリング学科
774,不眠症治療の益と害アウトカムの評価,渡辺 範雄,日本睡眠学会第49回定期学術集会,蘇生会総合病院精神科
775,集中治療室における睡眠環境,島野 奨大,日本睡眠学会第49回定期学術集会,聖路加国際大学大学院看護学研究科博士前期課程
776,病室の光環境,奥 裕美,日本睡眠学会第49回定期学術集会,聖路加国際大学大学院看護学研究科
777,特定保健指導における睡眠支援の現状と課題,大場 あい,日本睡眠学会第49回定期学術集会,独立行政法人地域医療推進機構山梨病院健康管理センター
778,看護教育における睡眠教育の現状と課題,岡 靖哲,日本睡眠学会第49回定期学術集会,愛媛大学医学部附属病院睡眠医療センター／人間環境大学松山看護学部
779,日常生活光曝露と統合失調症との関連,江崎 悠一,日本睡眠学会第49回定期学術集会,桶狭間病院藤田こころケアセンター／藤田医科大学医学部精神神経科学講座
780,光と感情障害,吉池 卓也,日本睡眠学会第49回定期学術集会,国立精神・神経医療研究センター     精神保健研究所     睡眠・覚醒障害研究部
781,光と緑内障：内因性光感受性網膜神経節細胞障害がもたらす生体リズムの乱れ,吉川 匡宣,日本睡眠学会第49回定期学術集会,奈良県立医科大学眼科学教室／よしかわ眼科クリニック
782,光とパーキンソン病,大林 賢史,日本睡眠学会第49回定期学術集会,奈良県立医科大学疫学・予防医学講座
783,心不全在宅医療における臨床検査技師の取り組み－睡眠検査を中心に－,小針 幸子,日本睡眠学会第49回定期学術集会,ゆみのハートクリニック
784,遠隔監視技術を用いた睡眠検査技師の働き方改革,眞下 緑,日本睡眠学会第49回定期学術集会,大阪大学大学院医学系研究科精神医学教室／大阪大学医学部附属病院            睡眠医療センター
785,睡眠検査技師がおこなう睡眠衛生指導の現況～当院での睡眠衛生指導の実際と問題点～,楢﨑真由美,日本睡眠学会第49回定期学術集会,医療法人 GSGL 会福岡浦添クリニック
786,CPAPマネジメントにおける検査技師の役割               －CPAPフォローと患者教育を中心に－,石山 義浩,日本睡眠学会第49回定期学術集会,霧ヶ丘つだ病院
787,睡眠医療におけるタスク・シフト╱シェアの必要性とその実現に向けて,板橋 匠美,日本睡眠学会第49回定期学術集会,日本臨床衛生検査技師会政策調査課／東京医療保健大学総合研究所
788,医科歯科連携が上手くいくコツー院内連携と地域連携ー,梅本 丈二,日本睡眠学会第49回定期学術集会,福岡大学病院摂食嚥下センター
789,医科から見た歯科医との連携             大学病院にて,吉村 力,日本睡眠学会第49回定期学術集会,福岡大学病院睡眠センター／福岡大学病院呼吸器内科／福岡大学医学部衛生・公衆衛生学教室／
790,医科歯科連携が上手くいくコツ～市中病院から大学病院歯科口腔外科への紹介,古川 智一,日本睡眠学会第49回定期学術集会,国立病院機構福岡病院睡眠センター
791,当院での閉塞性睡眠時無呼吸の歯科装具治療における医科歯科連携の現状と課題,豊島 秀夫,日本睡眠学会第49回定期学術集会,睡眠障害センター     福岡浦添クリニック
792,ベンゾジアゼピン系睡眠薬の依存性に関する問題と現在の課題,村岡 寛之,日本睡眠学会第49回定期学術集会,北里大学医学部精神科学
793,初診時の不眠症診断と患者説明 －初診時に患者に伝えるべきこと－,竹島 正浩,日本睡眠学会第49回定期学術集会,秋田大学大学院医学系研究科精神科学講座
794,睡眠衛生指導の工夫 －CBT-Iの活用－,堀地 彩奈,日本睡眠学会第49回定期学術集会,東京慈恵会医科大学精神医学講座／東京慈恵会医科大学附属病院精神神経科
795,治療終了を見据えた初診時の睡眠薬選択とオレキシン受容体拮抗薬の位置づけ,比江嶋啓至,日本睡眠学会第49回定期学術集会,久留米大学医学部神経精神医学講座
796,中央アジア・アフリカのアカデミックセクターとの睡眠医療連携,岡 靖哲,日本睡眠学会第49回定期学術集会,愛媛大学医学部附属病院睡眠医療センター
797,台湾との国際交流,中山 明峰,日本睡眠学会第49回定期学術集会,めいほう睡眠めまいクリニック
798,Sleep Medicine Research at Graduate Schools in Japan,Uyanga Tsovoosed,日本睡眠学会第49回定期学術集会,滋賀医科大学精神医学講座
799,睡眠医療支援における睡眠検査技師・看護師の役割,清水 洋志,日本睡眠学会第49回定期学術集会,愛媛大学医学部附属病院睡眠医療センター
800,ASSMの国際教育プログラム,角谷 寛,日本睡眠学会第49回定期学術集会,滋賀医科大学精神医学講座
801,心不全に対するASVを用いた呼吸管理の現在,安藤 眞一,日本睡眠学会第49回定期学術集会,福岡県済生会二日市病院睡眠医療センター
802,ミオパチーに対するNPPVを用いた睡眠中の呼吸管理,山内 基雄,日本睡眠学会第49回定期学術集会,奈良県立医科大学医学部看護学科臨床病態医学／奈良県立医科大学附属病院呼吸器・アレルギー内科
803,先天性中枢性低換気症候群に対する呼吸管理,塩田 智美,日本睡眠学会第49回定期学術集会,順天堂大学大学院医学研究科呼吸器内科学
804,多系統萎縮症に対する呼吸管理,大嶋 康義,日本睡眠学会第49回定期学術集会,新潟大学大学院医歯学総合研究科呼吸器・感染症内科学分野
